Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Region_Code,Model_Code,Source_Type_Code
2019,5,North America,Cybertruck,5490.0,5540.0,99109.57,75,412,339.28,Official (Quarter),7910,3,0,2
2019,8,Europe,Model S,7717.0,8834.0,114107.0,100,575,665.59,Official (Quarter),12541,1,2,2
2016,8,North America,Model X,303.0,318.0,112988.33,60,330,15.0,Official (Quarter),10965,3,3,2
2024,7,Asia,Model 3,5162.0,5789.0,80595.47,75,417,322.88,Official (Quarter),9773,0,1,2
2022,7,Asia,Model Y,8140.0,8786.0,77684.24,120,679,829.06,Estimated (Region),10324,0,4,0
2018,9,Asia,Model 3,14916.0,15947.0,108009.63,75,443,991.17,Official (Quarter),11512,0,1,2
2019,4,Europe,Model X,12794.0,14038.0,85776.57,60,343,658.25,Interpolated (Month),14603,1,3,1
2019,9,North America,Cybertruck,3533.0,4017.0,73478.48,60,358,189.72,Interpolated (Month),9396,3,0,1
2018,7,Middle East,Cybertruck,15866.0,17292.0,85959.55,100,564,1342.26,Official (Quarter),3077,2,0,2
2024,11,Middle East,Model Y,5203.0,5352.0,95729.01,82,453,353.54,Official (Quarter),6760,2,4,2
2018,6,Middle East,Cybertruck,10527.0,10795.0,58886.11,75,417,658.46,Official (Quarter),9222,2,0,2
2016,2,North America,Model Y,14643.0,15161.0,55144.77,100,558,1225.62,Estimated (Region),9237,3,4,0
2019,5,Middle East,Model S,18391.0,19591.0,70485.86,60,346,954.49,Interpolated (Month),4600,2,2,1
2024,7,Europe,Model S,2561.0,2848.0,89562.13,60,343,131.76,Estimated (Region),6711,1,2,0
2018,12,Europe,Model S,14006.0,15697.0,109152.78,75,427,897.08,Official (Quarter),3615,1,2,2
2016,9,Middle East,Model S,10718.0,11136.0,113503.65,60,350,562.69,Official (Quarter),9725,2,2,2
2015,12,North America,Model X,10764.0,11784.0,68186.25,60,349,563.5,Estimated (Region),9479,3,3,0
2016,6,Middle East,Model Y,9163.0,10262.0,64282.49,100,577,793.06,Estimated (Region),11796,2,4,0
2020,6,Europe,Model X,13212.0,15110.0,55439.87,100,576,1141.52,Interpolated (Month),6640,1,3,1
2024,7,Asia,Model S,6295.0,6909.0,102989.63,75,440,415.47,Estimated (Region),9118,0,2,0
2015,1,Europe,Model Y,10835.0,11723.0,62939.81,120,718,1166.93,Official (Quarter),12301,1,4,2
2022,3,North America,Model Y,15239.0,17202.0,65984.89,75,420,960.06,Official (Quarter),5414,3,4,2
2023,9,North America,Cybertruck,16468.0,17844.0,109706.93,82,463,1143.7,Interpolated (Month),9284,3,0,1
2016,4,Middle East,Model 3,10327.0,10916.0,111458.2,120,712,1102.92,Estimated (Region),12671,2,1,0
2022,1,Europe,Model Y,4983.0,5420.0,81003.99,60,331,247.41,Interpolated (Month),6835,1,4,1
2016,4,North America,Cybertruck,10136.0,10238.0,106024.96,82,460,699.38,Official (Quarter),9480,3,0,2
2016,10,Europe,Model X,14647.0,14853.0,113673.88,75,437,960.11,Interpolated (Month),12951,1,3,1
2021,11,North America,Model 3,10035.0,10461.0,98072.9,82,478,719.51,Estimated (Region),5657,3,1,0
2015,6,Europe,Model S,15474.0,16287.0,91294.24,82,467,1083.95,Official (Quarter),8249,1,2,2
2021,11,Middle East,Cybertruck,11027.0,11391.0,77197.18,120,711,1176.03,Official (Quarter),11693,2,0,2
2015,7,North America,Model 3,5673.0,6344.0,84890.95,100,554,471.43,Estimated (Region),9445,3,1,0
2019,3,Europe,Model S,8090.0,8442.0,82858.48,60,355,430.79,Estimated (Region),6658,1,2,0
2022,3,Asia,Model X,14748.0,15047.0,70390.56,60,334,738.87,Interpolated (Month),12734,0,3,1
2025,7,Europe,Model S,7263.0,7826.0,64941.35,120,692,753.9,Official (Quarter),13024,1,2,2
2018,12,Middle East,Model Y,18736.0,19288.0,64822.21,120,662,1609.9825,Estimated (Region),6864,2,4,0
2021,2,Asia,Model X,10288.0,11101.0,59878.83,60,330,509.26,Estimated (Region),12721,0,3,0
2023,3,Middle East,Cybertruck,13992.0,15052.0,95339.64,75,431,904.58,Interpolated (Month),8901,2,0,1
2024,3,Middle East,Model X,8095.0,8115.0,107035.44,60,340,412.84,Interpolated (Month),9965,2,3,1
2021,1,Asia,Model Y,14376.0,16294.0,80830.42,82,487,1050.17,Estimated (Region),12008,0,4,0
2015,6,Middle East,Model S,10855.0,12167.0,102378.18,100,559,910.19,Estimated (Region),5512,2,2,0
2019,7,Asia,Model Y,11376.0,11660.0,114661.2,75,443,755.94,Estimated (Region),7248,0,4,0
2018,2,North America,Cybertruck,4922.0,5477.0,87190.58,60,350,258.4,Interpolated (Month),8141,3,0,1
2023,12,Middle East,Model X,10739.0,11242.0,62476.32,82,486,782.87,Interpolated (Month),7842,2,3,1
2022,3,Middle East,Model Y,3025.0,3377.0,88655.56,100,583,264.54,Official (Quarter),6874,2,4,2
2025,4,Europe,Cybertruck,9374.0,10743.0,51202.11,82,489,687.58,Official (Quarter),7424,1,0,2
2021,10,North America,Model 3,9412.0,10170.0,51575.3,75,429,605.66,Official (Quarter),12376,3,1,2
2025,10,Middle East,Model S,8179.0,8289.0,70058.32,75,448,549.63,Official (Quarter),9702,2,2,2
2018,11,Europe,Model X,14686.0,16707.0,112122.83,60,348,766.61,Estimated (Region),12699,1,3,0
2020,10,Asia,Model 3,5067.0,5275.0,112142.61,60,331,251.58,Interpolated (Month),13964,0,1,1
2017,10,Asia,Model X,9176.0,9273.0,64755.52,60,336,462.47,Official (Quarter),8629,0,3,2
2025,3,North America,Model S,10136.0,10478.0,78754.4,60,356,541.26,Official (Quarter),9330,3,2,2
2019,8,Middle East,Model 3,15767.0,16107.0,50603.33,75,413,976.77,Estimated (Region),10039,2,1,0
2022,8,Asia,Model S,9887.0,10191.0,101605.94,60,350,519.07,Estimated (Region),5955,0,2,0
2016,4,Europe,Cybertruck,6317.0,7033.0,74330.01,100,583,552.42,Official (Quarter),12545,1,0,2
2017,6,Asia,Model 3,8663.0,8673.0,80350.8,60,332,431.42,Official (Quarter),11980,0,1,2
2016,12,North America,Model X,12787.0,13943.0,107869.52,120,719,1379.08,Estimated (Region),6460,3,3,0
2019,7,Middle East,Model X,6486.0,6723.0,105898.91,82,455,442.67,Estimated (Region),12368,2,3,0
2015,3,Europe,Model S,11929.0,11956.0,114982.3,120,685,1225.7,Official (Quarter),14599,1,2,2
2018,9,Europe,Model Y,5427.0,6137.0,61820.09,120,663,539.72,Interpolated (Month),11609,1,4,1
2020,8,Middle East,Model S,13881.0,14957.0,113565.86,120,708,1474.16,Interpolated (Month),3789,2,2,1
2021,12,Asia,Model 3,4856.0,4919.0,96772.65,60,356,259.31,Estimated (Region),3693,0,1,0
2017,4,Asia,Model X,2885.0,3069.0,52629.98,120,667,288.64,Estimated (Region),12186,0,3,0
2015,5,Europe,Model X,16130.0,16670.0,117425.58,75,412,996.83,Interpolated (Month),14638,1,3,1
2017,11,Asia,Model S,5580.0,5893.0,105841.26,100,568,475.42,Estimated (Region),4044,0,2,0
2024,12,Asia,Model X,18088.0,18840.0,83312.48,100,573,1554.66,Estimated (Region),7661,0,3,0
2021,6,Middle East,Cybertruck,5982.0,6153.0,78518.37,75,447,401.09,Interpolated (Month),7527,2,0,1
2025,8,Europe,Cybertruck,11435.0,11620.0,115455.36,60,338,579.75,Interpolated (Month),9247,1,0,1
2022,7,North America,Cybertruck,9098.0,10351.0,107062.62,75,449,612.75,Official (Quarter),13563,3,0,2
2020,5,Asia,Model Y,10136.0,11429.0,88538.17,120,709,1077.96,Estimated (Region),6642,0,4,0
2018,5,North America,Model S,5386.0,5493.0,94267.74,75,417,336.89,Interpolated (Month),9941,3,2,1
2024,2,North America,Cybertruck,15966.0,16719.0,108022.8,100,580,1389.04,Estimated (Region),7669,3,0,0
2016,4,North America,Model S,7770.0,8462.0,84773.68,82,491,572.26,Interpolated (Month),4637,3,2,1
2021,9,Asia,Model S,13332.0,15323.0,67686.41,82,468,935.91,Official (Quarter),9242,0,2,2
2017,4,North America,Model Y,14030.0,15411.0,66827.92,82,458,963.86,Interpolated (Month),14018,3,4,1
2023,3,North America,Model Y,6214.0,7124.0,69688.2,120,717,668.32,Interpolated (Month),3642,3,4,1
2024,10,North America,Cybertruck,15430.0,15790.0,105296.38,120,663,1534.51,Estimated (Region),5328,3,0,0
2017,1,Asia,Cybertruck,9897.0,10319.0,59367.99,75,436,647.26,Estimated (Region),3651,0,0,0
2016,7,Europe,Model S,15050.0,16500.0,54539.75,100,578,1304.83,Estimated (Region),9737,1,2,0
2024,12,Europe,Cybertruck,9061.0,9355.0,68450.11,82,459,623.85,Interpolated (Month),12180,1,0,1
2022,3,Asia,Model S,17591.0,18945.0,111047.42,120,677,1609.9825,Interpolated (Month),4034,0,2,1
2016,2,Asia,Model Y,5786.0,6539.0,62400.49,60,350,303.76,Estimated (Region),13057,0,4,0
2018,4,Europe,Model Y,10915.0,12057.0,113018.49,100,589,964.34,Interpolated (Month),11116,1,4,1
2015,4,Asia,Model 3,11229.0,12493.0,106478.43,82,491,827.02,Official (Quarter),7951,0,1,2
2020,10,Europe,Model S,5140.0,5634.0,51640.31,120,685,528.13,Estimated (Region),13500,1,2,0
2023,6,North America,Model S,9262.0,9758.0,70352.07,100,580,805.79,Estimated (Region),13833,3,2,0
2015,4,North America,Model Y,13098.0,13438.0,80369.62,60,341,669.96,Interpolated (Month),10390,3,4,1
2016,8,Asia,Cybertruck,8832.0,10136.0,104040.87,75,413,547.14,Interpolated (Month),3782,0,0,1
2025,10,Middle East,Model 3,13412.0,14323.0,72066.7,100,597,1201.04,Official (Quarter),13194,2,1,2
2016,6,North America,Model Y,12146.0,12628.0,51466.15,75,415,756.09,Official (Quarter),14614,3,4,2
2021,5,Asia,Model X,6296.0,6964.0,52182.24,120,712,672.41,Estimated (Region),4663,0,3,0
2021,5,Middle East,Model Y,15561.0,16424.0,84024.03,100,565,1318.79,Official (Quarter),4702,2,4,2
2017,2,North America,Model S,244.0,267.0,99270.0,75,412,15.08,Interpolated (Month),5003,3,2,1
2022,10,North America,Cybertruck,16170.0,16386.0,64781.06,60,345,836.8,Official (Quarter),3240,3,0,2
2021,2,Europe,Model S,8908.0,9004.0,111677.36,82,461,615.99,Interpolated (Month),10115,1,2,1
2025,12,North America,Model 3,12098.0,12627.0,58627.89,120,708,1284.81,Official (Quarter),3110,3,1,2
2023,2,Europe,Model Y,7526.0,8104.0,73142.06,75,444,501.23,Estimated (Region),8685,1,4,0
2017,10,Middle East,Model X,10725.0,12116.0,60844.77,60,332,534.1,Estimated (Region),8814,2,3,0
2023,10,Asia,Model 3,8910.0,9887.0,119253.33,60,338,451.74,Official (Quarter),13499,0,1,2
2023,8,Middle East,Model Y,6839.0,7695.0,79420.32,75,434,445.22,Interpolated (Month),13475,2,4,1
2024,4,Europe,Model 3,13127.0,14901.0,56291.48,60,333,655.69,Official (Quarter),8946,1,1,2
2025,1,North America,Cybertruck,2006.0,2257.0,103091.22,120,679,204.31,Official (Quarter),4236,3,0,2
2020,2,Europe,Model S,11156.0,12741.0,103679.42,100,563,942.12,Official (Quarter),10089,1,2,2
2016,2,Asia,Model X,12451.0,14262.0,56573.05,120,700,1307.35,Interpolated (Month),8325,0,3,1
2022,5,Europe,Model S,2213.0,2309.0,87883.16,120,661,219.42,Estimated (Region),3957,1,2,0
2015,11,Europe,Model S,10936.0,12225.0,56258.77,75,428,702.09,Interpolated (Month),13549,1,2,1
2018,1,Asia,Model Y,1328.0,1492.0,76922.78,82,469,93.42,Interpolated (Month),6639,0,4,1
2015,8,Asia,Model X,17528.0,18643.0,101551.1,100,596,1567.0,Interpolated (Month),14106,0,3,1
2017,3,Europe,Model 3,6659.0,6793.0,117055.39,60,345,344.6,Estimated (Region),5902,1,1,0
2017,4,Middle East,Model X,7289.0,7694.0,113135.81,82,484,529.18,Interpolated (Month),14818,2,3,1
2021,4,Europe,Model X,8545.0,9233.0,53450.98,120,660,845.95,Interpolated (Month),5937,1,3,1
2022,9,Europe,Model S,10357.0,11217.0,81540.77,82,462,717.74,Interpolated (Month),6576,1,2,1
2016,7,Middle East,Model X,1489.0,1586.0,101065.58,100,588,131.33,Estimated (Region),4906,2,3,0
2025,9,Middle East,Model Y,12555.0,13111.0,51497.22,60,358,674.2,Official (Quarter),5036,2,4,2
2017,3,Middle East,Model S,10076.0,10449.0,94843.06,75,437,660.48,Estimated (Region),4952,2,2,0
2020,7,Middle East,Model 3,6574.0,7071.0,110595.15,75,421,415.15,Official (Quarter),3942,2,1,2
2023,9,Asia,Model Y,3581.0,3609.0,116405.93,100,582,312.62,Estimated (Region),13523,0,4,0
2024,11,North America,Model 3,13906.0,14284.0,67111.65,100,591,1232.77,Official (Quarter),10372,3,1,2
2019,9,North America,Model Y,1329.0,1472.0,91036.48,75,430,85.72,Estimated (Region),5307,3,4,0
2016,8,Europe,Model 3,3539.0,3599.0,60587.28,120,673,357.26,Official (Quarter),6011,1,1,2
2015,10,Middle East,Model Y,15787.0,16541.0,93812.4,82,487,1153.24,Estimated (Region),10390,2,4,0
2017,5,North America,Model 3,3987.0,4294.0,85622.34,120,682,407.87,Official (Quarter),14195,3,1,2
2017,11,Europe,Model S,16816.0,17842.0,72976.32,75,429,1082.11,Estimated (Region),12149,1,2,0
2023,2,Europe,Model X,10361.0,10389.0,88192.59,82,479,744.44,Estimated (Region),12484,1,3,0
2017,6,Asia,Model S,14497.0,14906.0,97072.23,60,359,780.66,Interpolated (Month),4222,0,2,1
2017,2,Middle East,Cybertruck,10975.0,11083.0,65976.48,120,674,1109.57,Interpolated (Month),8808,2,0,1
2016,4,Europe,Model Y,12155.0,12521.0,87507.94,100,554,1010.08,Estimated (Region),8404,1,4,0
2017,7,North America,Cybertruck,10101.0,10186.0,84376.7,82,489,740.91,Interpolated (Month),4264,3,0,1
2024,7,North America,Model S,8473.0,9665.0,72186.17,82,477,606.24,Estimated (Region),3960,3,2,0
2023,8,Asia,Model X,8254.0,9011.0,60702.1,75,414,512.57,Interpolated (Month),5591,0,3,1
2016,10,Europe,Cybertruck,14004.0,15629.0,92134.64,82,487,1022.99,Estimated (Region),8320,1,0,0
2015,3,Middle East,Cybertruck,8661.0,9518.0,69595.37,100,597,775.59,Estimated (Region),11854,2,0,0
2017,6,North America,Model Y,5984.0,6051.0,116599.63,100,564,506.25,Interpolated (Month),4104,3,4,1
2017,3,Middle East,Model Y,13529.0,15008.0,56677.95,82,468,949.74,Official (Quarter),3350,2,4,2
2015,11,Europe,Model X,12699.0,14494.0,95475.27,82,475,904.8,Official (Quarter),9152,1,3,2
2017,1,Asia,Model 3,11109.0,11947.0,81454.48,75,434,723.2,Official (Quarter),10497,0,1,2
2016,2,Asia,Model S,13665.0,14597.0,86091.72,120,689,1412.28,Estimated (Region),11002,0,2,0
2018,4,Europe,Model S,17645.0,20199.0,53529.17,100,594,1572.17,Official (Quarter),9922,1,2,2
2020,5,Europe,Cybertruck,6793.0,7690.0,72977.86,75,416,423.88,Official (Quarter),13440,1,0,2
2025,9,North America,Cybertruck,13798.0,14822.0,116201.66,82,481,995.53,Estimated (Region),11766,3,0,0
2018,4,Asia,Model X,6486.0,6577.0,108206.28,75,446,433.91,Estimated (Region),10797,0,3,0
2024,4,North America,Model Y,3880.0,4172.0,68982.44,75,448,260.74,Interpolated (Month),8566,3,4,1
2020,9,North America,Model S,6756.0,7714.0,59280.19,120,706,715.46,Interpolated (Month),6177,3,2,1
2024,1,Europe,Model 3,16404.0,17098.0,83700.47,100,552,1358.25,Official (Quarter),12810,1,1,2
2015,5,North America,Model Y,4370.0,4616.0,55845.05,120,706,462.78,Official (Quarter),9700,3,4,2
2023,9,North America,Model S,4688.0,5323.0,63867.29,75,413,290.42,Estimated (Region),3243,3,2,0
2022,10,Europe,Model X,12079.0,13501.0,64000.62,60,333,603.35,Official (Quarter),11109,1,3,2
2015,2,North America,Model S,6766.0,7709.0,106568.43,100,581,589.66,Interpolated (Month),13457,3,2,1
2021,1,North America,Model 3,4497.0,4573.0,100443.14,60,345,232.72,Official (Quarter),13729,3,1,2
2024,1,North America,Cybertruck,8771.0,9978.0,81508.7,120,704,926.22,Official (Quarter),8603,3,0,2
2021,4,Europe,Model S,17519.0,18226.0,106219.32,60,331,869.82,Official (Quarter),14905,1,2,2
2019,1,Asia,Model Y,10794.0,10867.0,80652.99,75,444,718.88,Estimated (Region),6148,0,4,0
2018,9,North America,Model Y,10850.0,11088.0,98322.6,75,447,727.49,Interpolated (Month),11190,3,4,1
2024,2,North America,Model S,3021.0,3431.0,110853.81,120,674,305.42,Interpolated (Month),3974,3,2,1
2023,2,Asia,Model X,5798.0,5833.0,78202.27,82,489,425.28,Official (Quarter),3141,0,3,2
2018,9,Europe,Model 3,14770.0,16435.0,106836.24,82,489,1083.38,Estimated (Region),6755,1,1,0
2020,2,Asia,Cybertruck,5880.0,6345.0,58881.1,120,695,612.99,Official (Quarter),8789,0,0,2
2025,8,North America,Model 3,12625.0,13469.0,71602.54,120,696,1318.05,Estimated (Region),5221,3,1,0
2022,6,North America,Cybertruck,7479.0,7535.0,111154.37,75,415,465.57,Official (Quarter),5960,3,0,2
2020,11,Europe,Model S,15767.0,17014.0,78194.99,60,347,820.67,Official (Quarter),4070,1,2,2
2024,11,North America,Model X,9466.0,9638.0,50426.13,82,471,668.77,Estimated (Region),14979,3,3,0
2016,11,Middle East,Model Y,9894.0,10915.0,59838.71,75,430,638.16,Interpolated (Month),3330,2,4,1
2023,2,North America,Model S,9190.0,10059.0,71085.8,75,413,569.32,Official (Quarter),13663,3,2,2
2015,4,Middle East,Model Y,9951.0,10036.0,88467.02,60,343,511.98,Estimated (Region),13652,2,4,0
2025,9,Europe,Model 3,6508.0,6909.0,67035.88,75,417,407.08,Estimated (Region),13288,1,1,0
2018,10,Europe,Model 3,15011.0,15779.0,81092.84,75,437,983.97,Official (Quarter),9106,1,1,2
2023,10,Middle East,Model 3,15735.0,15777.0,100572.29,100,591,1394.91,Estimated (Region),7789,2,1,0
2022,9,Asia,Model 3,1940.0,2079.0,84919.57,75,420,122.22,Official (Quarter),6262,0,1,2
2024,11,Asia,Cybertruck,11286.0,11627.0,110476.99,60,339,573.89,Estimated (Region),14874,0,0,0
2016,8,North America,Model S,9094.0,9464.0,103157.88,120,686,935.77,Official (Quarter),12320,3,2,2
2021,9,Asia,Cybertruck,13744.0,13932.0,85971.31,60,336,692.7,Official (Quarter),5174,0,0,2
2021,11,North America,Model X,9645.0,10063.0,106628.44,120,708,1024.3,Estimated (Region),8484,3,3,0
2017,12,Middle East,Model S,3478.0,3949.0,107218.55,82,482,251.46,Estimated (Region),3667,2,2,0
2021,7,North America,Model X,10517.0,11404.0,71935.74,120,677,1068.0,Official (Quarter),11800,3,3,2
2017,11,Europe,Model 3,9026.0,10314.0,62284.41,75,433,586.24,Official (Quarter),9951,1,1,2
2024,5,Middle East,Model X,11236.0,12899.0,77863.02,82,464,782.03,Official (Quarter),10493,2,3,2
2016,4,Europe,Model S,6920.0,7833.0,95561.42,82,472,489.94,Estimated (Region),6892,1,2,0
2015,11,Europe,Cybertruck,7876.0,7944.0,117837.18,100,594,701.75,Interpolated (Month),14133,1,0,1
2022,10,North America,Model X,9311.0,10061.0,119661.16,100,569,794.69,Interpolated (Month),10384,3,3,1
2025,11,Middle East,Model X,6457.0,7175.0,98539.81,100,562,544.33,Official (Quarter),6034,2,3,2
2019,12,Asia,Model X,14386.0,15722.0,96444.32,100,591,1275.32,Interpolated (Month),5585,0,3,1
2018,9,Europe,Model S,1654.0,1853.0,110299.26,60,334,82.87,Estimated (Region),14428,1,2,0
2020,4,Europe,Model Y,8132.0,8438.0,72439.73,120,668,814.83,Official (Quarter),6554,1,4,2
2022,1,Europe,Cybertruck,7779.0,8724.0,98279.11,75,439,512.25,Official (Quarter),11377,1,0,2
2024,4,North America,Model S,7530.0,8178.0,108313.99,120,701,791.78,Interpolated (Month),3253,3,2,1
2020,5,Europe,Model 3,7844.0,7845.0,81470.83,100,591,695.37,Estimated (Region),9867,1,1,0
2015,10,Asia,Model 3,12482.0,13992.0,96114.84,60,350,655.3,Official (Quarter),13190,0,1,2
2020,8,Asia,Model S,14744.0,15429.0,56005.6,120,665,1470.71,Interpolated (Month),14078,0,2,1
2017,1,North America,Model Y,12064.0,13255.0,103628.12,82,485,877.66,Official (Quarter),10363,3,4,2
2018,10,Middle East,Model S,9655.0,10086.0,72428.09,60,334,483.72,Interpolated (Month),12397,2,2,1
2016,2,Middle East,Model X,5427.0,6240.0,53374.84,82,491,399.7,Official (Quarter),7882,2,3,2
2019,2,Europe,Model Y,13438.0,14220.0,108069.61,75,417,840.55,Estimated (Region),14224,1,4,0
2020,2,Europe,Model 3,10803.0,12231.0,86063.46,60,353,572.02,Interpolated (Month),9745,1,1,1
2020,4,North America,Model Y,11663.0,12383.0,59687.83,60,349,610.56,Interpolated (Month),9296,3,4,1
2017,5,Asia,Model 3,7895.0,8081.0,71685.15,100,564,667.92,Estimated (Region),13456,0,1,0
2019,2,Asia,Model Y,6884.0,7892.0,76404.12,100,590,609.23,Official (Quarter),8214,0,4,2
2017,6,Europe,Model S,15361.0,15939.0,97321.84,100,585,1347.93,Interpolated (Month),10320,1,2,1
2020,2,North America,Model S,12916.0,13310.0,111135.28,75,414,802.08,Interpolated (Month),13663,3,2,1
2025,12,Asia,Model Y,14840.0,16581.0,71647.93,120,698,1553.75,Official (Quarter),13586,0,4,2
2023,5,Europe,Cybertruck,16651.0,16945.0,117077.58,60,332,829.22,Interpolated (Month),5772,1,0,1
2017,10,Asia,Cybertruck,9752.0,10159.0,105880.52,60,339,495.89,Official (Quarter),6592,0,0,2
2020,12,Middle East,Model S,3677.0,3723.0,58349.02,82,460,253.71,Estimated (Region),9002,2,2,0
2018,7,Middle East,Model S,18271.0,18713.0,83021.79,82,473,1296.33,Estimated (Region),9843,2,2,0
2016,11,Europe,Model X,10075.0,11169.0,58439.09,100,595,899.19,Interpolated (Month),3797,1,3,1
2019,8,Europe,Model 3,7614.0,7924.0,107116.91,120,682,778.91,Interpolated (Month),4060,1,1,1
2020,5,Asia,Model X,2004.0,2223.0,111232.3,120,716,215.23,Estimated (Region),12661,0,3,0
2023,1,North America,Model X,14120.0,15873.0,76797.69,120,695,1472.01,Estimated (Region),11649,3,3,0
2024,10,Asia,Cybertruck,8169.0,8904.0,60938.29,82,472,578.37,Interpolated (Month),5765,0,0,1
2022,11,Asia,Cybertruck,5997.0,6294.0,68885.72,75,431,387.71,Official (Quarter),8281,0,0,2
2016,3,Asia,Cybertruck,10500.0,11998.0,92112.83,82,484,762.3,Official (Quarter),13610,0,0,2
2017,6,Europe,Model Y,11562.0,12777.0,97607.83,120,684,1186.26,Estimated (Region),3184,1,4,0
2020,4,Europe,Model 3,7600.0,8624.0,112737.97,100,584,665.76,Official (Quarter),13307,1,1,2
2020,11,Asia,Model Y,1504.0,1572.0,62726.59,120,665,150.02,Official (Quarter),11569,0,4,2
2020,12,Middle East,Model X,13334.0,13717.0,54285.17,120,695,1390.07,Interpolated (Month),14870,2,3,1
2022,12,Asia,Model Y,10567.0,11778.0,93354.59,100,561,889.21,Official (Quarter),3011,0,4,2
2016,10,Europe,Model S,16842.0,18849.0,52426.92,120,694,1609.9825,Estimated (Region),14945,1,2,0
